Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;42
Ásia;5;China;43;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Ásia;5;Índia;113;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;5
Ásia;5;Israel;119;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Áustria;15;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;7
Europa;6;Finlândia;73;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;França;74;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;5
Europa;6;Grécia;81;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Holanda;92;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;5
Europa;6;Hungria;94;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;2
Europa;6;Irlanda;117;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Itália;120;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;2
Europa;6;Noruega;164;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Polônia;177;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;2
Europa;6;Portugal;179;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;República Tcheca;187;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Rússia;190;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Oceania;7;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Terrestre;2;2009;junho;6;0
África;1;África do Sul;2;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
África;1;Angola;6;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
África;1;Cabo Verde;35;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
África;1;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América Central e Caribe;2;Cuba;55;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América Central e Caribe;2;Guatemala;84;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;7
América do Norte;3;México;148;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;12
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;1026
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;20
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;22
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;7
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;870
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;5
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;24
Ásia;5;China;43;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Ásia;5;Índia;113;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;5
Europa;6;Áustria;15;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Finlândia;73;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;França;74;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;12
Europa;6;Grécia;81;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Holanda;92;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;15
Europa;6;Hungria;94;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Irlanda;117;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Itália;120;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;5
Europa;6;Noruega;164;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Polônia;177;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Portugal;179;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;2
Europa;6;República Tcheca;187;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Rússia;190;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;5
Europa;6;Suécia;215;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;2
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Oceania;7;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Terrestre;2;2009;julho;7;0
África;1;África do Sul;2;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
África;1;Angola;6;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
África;1;Cabo Verde;35;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
África;1;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América Central e Caribe;2;Cuba;55;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América Central e Caribe;2;Guatemala;84;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;5
América do Norte;3;México;148;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;15
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;1141
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;10
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;5
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;5
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;646
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;7
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;15
Ásia;5;China;43;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Ásia;5;Índia;113;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
Ásia;5;Japão;122;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Áustria;15;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;7
Europa;6;Finlândia;73;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;França;74;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;5
Europa;6;Grécia;81;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Holanda;92;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Hungria;94;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
Europa;6;Irlanda;117;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
Europa;6;Itália;120;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;5
Europa;6;Noruega;164;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Polônia;177;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;2
Europa;6;Portugal;179;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;República Tcheca;187;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Rússia;190;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Oceania;7;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Terrestre;2;2009;agosto;8;0
África;1;África do Sul;2;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
África;1;Angola;6;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
África;1;Cabo Verde;35;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
África;1;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;2
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América Central e Caribe;2;Cuba;55;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América Central e Caribe;2;Guatemala;84;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;5
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;2
América do Norte;3;México;148;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;10
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;917
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;5
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;15
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;7
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;739
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;5
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Ásia;5;China;43;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Ásia;5;Índia;113;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;5
Ásia;5;Israel;119;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;5
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Áustria;15;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;10
Europa;6;Finlândia;73;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;França;74;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;2
Europa;6;Grécia;81;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Holanda;92;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;2
Europa;6;Hungria;94;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;2
Europa;6;Irlanda;117;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Itália;120;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Noruega;164;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Polônia;177;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Portugal;179;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;República Tcheca;187;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Rússia;190;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Oceania;7;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Terrestre;2;2009;setembro;9;0
África;1;África do Sul;2;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
África;1;Angola;6;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
África;1;Cabo Verde;35;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
África;1;Outros países;998;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Terrestre;2;2009;outubro;10;0
