Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
Europa;6;Holanda;92;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;1
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;3
Europa;6;Itália;120;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;3
Europa;6;Noruega;164;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;2
Europa;6;Portugal;179;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;2
Europa;6;Suécia;215;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;26
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Ásia;5;Arábia Saudita;9;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Ásia;5;Iraque;116;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Marítima;3;2003;julho;7;5
África;1;África do Sul;2;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
África;1;Angola;6;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
África;1;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;1
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América Central e Caribe;2;Porto Rico;178;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;1
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;1
América do Norte;3;México;148;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;4
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;China;43;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;15
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;17
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;2
Europa;6;Áustria;15;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;7
Europa;6;França;74;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;2
Europa;6;Grécia;81;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;9
Europa;6;Holanda;92;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Itália;120;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;3
Europa;6;Noruega;164;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;1
Europa;6;Portugal;179;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;25
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Arábia Saudita;9;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Iraque;116;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Marítima;3;2003;agosto;8;0
África;1;África do Sul;2;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
África;1;Angola;6;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
África;1;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;2
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América Central e Caribe;2;Porto Rico;178;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;2
América do Norte;3;México;148;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;4
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;China;43;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;7
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;19
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;1
Europa;6;Áustria;15;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;1
Europa;6;Espanha;67;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;9
Europa;6;França;74;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Grécia;81;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;7
Europa;6;Holanda;92;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;1
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;2
Europa;6;Itália;120;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;1
Europa;6;Noruega;164;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;5
Europa;6;Portugal;179;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Suíça;216;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Europa;6;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;18
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Arábia Saudita;9;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Iraque;116;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Marítima;3;2003;setembro;9;2
África;1;África do Sul;2;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
África;1;Angola;6;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
África;1;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;3
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América Central e Caribe;2;Porto Rico;178;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;2
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Norte;3;México;148;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;5
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;China;43;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;10
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;16
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;2
Europa;6;Áustria;15;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;10
Europa;6;França;74;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Grécia;81;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;5
Europa;6;Holanda;92;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Itália;120;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;2
Europa;6;Noruega;164;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
Europa;6;Portugal;179;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Europa;6;Suécia;215;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
Europa;6;Suíça;216;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
Europa;6;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;15
Oceania;7;Austrália;14;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
Oceania;7;Nova Zelândia;166;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Arábia Saudita;9;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Iraque;116;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Israel;119;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;0
Continente não especificado;8;Países não especificados;999;Outras Unidades da Federação;99;Marítima;3;2003;outubro;10;1
África;1;África do Sul;2;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
África;1;Angola;6;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
África;1;Nigéria;162;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
África;1;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;5
América Central e Caribe;2;Costa Rica;53;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América Central e Caribe;2;Panamá;170;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América Central e Caribe;2;Porto Rico;178;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América Central e Caribe;2;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Norte;3;Canadá;38;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;25
América do Norte;3;Estados Unidos;68;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;114
América do Norte;3;México;148;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;15
América do Sul;4;Argentina;11;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;2
América do Sul;4;Bolívia;26;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Chile;42;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Colômbia;48;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Equador;63;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Guiana Francesa;87;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Guiana;86;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Paraguai;173;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Peru;174;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;1
América do Sul;4;Suriname;217;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Uruguai;234;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
América do Sul;4;Venezuela;238;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
Ásia;5;China;43;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;4
Ásia;5;República da Coreia;184;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
Ásia;5;Japão;122;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
Ásia;5;Outros países;998;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;22
Europa;6;Alemanha;4;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;6
Europa;6;Áustria;15;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;1
Europa;6;Bélgica;21;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;1
Europa;6;Dinamarca;57;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;0
Europa;6;Espanha;67;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;7
Europa;6;França;74;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;2
Europa;6;Grécia;81;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;5
Europa;6;Holanda;92;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;2
Europa;6;Reino Unido;182;Outras Unidades da Federação;99;Marítima;3;2003;novembro;11;17
